SNAPSHOT 1 — BACKEND ROUTE MAP
METHOD | FULL PATH | FILE:LINE | CONTROLLER FUNCTION | FUNCTION EXISTS? (Y/N)
/frontend/src/features/tenant/pages/tenant/org/projects/utils/errorHandler.js | /backend/scripts/fix-route-imports.js:41 | ../middleware/errorHandler
/frontend/src/features/tenant/pages/tenant/org/projects/utils/errorHandler.js | /backend/scripts/fix-route-imports.js:42 | ../middleware/errorHandler
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/scripts/fix-route-imports.js:43 | ../middleware/validation
/backend/src/modules/core/routes/health.js | /backend/scripts/health-monitor.js:11 | ../config/health-check-config.json
/backend/src/modules/admin/routes/supra-admin/billing.js | /backend/scripts/migrate-billing-10-per-org.js:16 | ../src/config/billingConfig
/backend/src/modules/business/routes/billing.js | /backend/scripts/migrate-billing-10-per-org.js:16 | ../src/config/billingConfig
/backend/src/modules/tenant/routes/billing.js | /backend/scripts/migrate-billing-10-per-org.js:16 | ../src/config/billingConfig
/frontend/src/features/projects/pages/ProjectBoard.js | /backend/scripts/portalMigration.js:6 | ../models/Board
/frontend/src/features/employees/pages/Employees.js | /backend/scripts/runSeed.js:4 | ./seedEmployees
/backend/src/modules/core/routes/health.js | /backend/scripts/setup-monitoring.js:370 | ../config/health-check-config.json
/backend/src/modules/core/routes/metrics.js | /backend/scripts/test-logging.js:10 | ../src/services/metricsService
/backend/src/modules/tenant/routes/permissions.js | /backend/scripts/verify-setup.js:113 | ../src/middleware/permissions
/backend/config/environment.js | /backend/services/databaseProvisioningService.js:2 | ../config/environment
/backend/config/environment.js | /backend/services/emailNotificationService.js:2 | ../config/environment
/backend/config/environment.js | /backend/src/app.js:20 | ../config/environment
/backend/src/modules/core/routes/security.js | /backend/src/app.js:67 | ./middleware/security/tlsVerification
/backend/src/modules/core/routes/security.js | /backend/src/app.js:98 | ./middleware/security/queryFilterMiddleware
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/app.js:221 | ./models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/app.js:221 | ./models/users-auth/User
/frontend/src/features/tenant/pages/tenant/org/projects/utils/errorHandler.js | /backend/src/app.js:476 | ./middleware/common/errorHandler
/backend/config/environment.js | /backend/src/config/s3.js:5 | ./environment
/backend/src/modules/business/routes/finance.js | /backend/src/controllers/tenant/projectsController.js:13 | ../../models/finance/Finance
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/controllers/tenant/projectsController.js:14 | ../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/controllers/tenant/projectsController.js:14 | ../../models/users-auth/User
/frontend/src/features/admin/pages/SupraAdmin/settings/Settings.js | /backend/src/controllers/tenant/projectsController.js:17 | ../../models/project-delivery/GanttSettings
/backend/src/modules/integration/routes/integrations.js | /backend/src/controllers/tenant/projectsController.js:19 | ../../services/integrations/project-integration.service
/frontend/src/features/admin/pages/SupraAdmin/departments/Departments.js | /backend/src/controllers/tenant/projectsController.js:20 | ../../services/tenant/userDepartmentsService
/backend/src/modules/core/routes/metrics.js | /backend/src/controllers/tenant/projectsController.js:21 | ../../services/tenant/project-organization-metrics.service
/backend/src/modules/tenant/routes/organization.js | /backend/src/controllers/tenant/projectsController.js:21 | ../../services/tenant/project-organization-metrics.service
/frontend/src/features/admin/pages/SupraAdmin/departments/Departments.js | /backend/src/controllers/tenant/projectsController.js:22 | ../../utils/projectDepartmentView
/backend/src/modules/core/routes/compliance.js | /backend/src/controllers/tenant/projectsController.js:417 | ../../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/controllers/tenant/projectsController.js:417 | ../../../services/compliance/audit.service
/backend/src/modules/core/routes/compliance.js | /backend/src/controllers/tenant/projectsController.js:647 | ../../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/controllers/tenant/projectsController.js:647 | ../../../services/compliance/audit.service
/backend/src/modules/core/routes/compliance.js | /backend/src/controllers/tenant/projectsController.js:710 | ../../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/controllers/tenant/projectsController.js:710 | ../../../services/compliance/audit.service
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/examples/tenantDatabaseUsageExample.js:11 | ../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/examples/tenantDatabaseUsageExample.js:11 | ../models/users-auth/User
/frontend/src/features/admin/pages/SupraAdmin/analytics/Analytics.js | /backend/src/jobs/scheduler.js:4 | ../models/TenantAnalyticsSummary
/backend/src/modules/business/routes/payroll.js | /backend/src/jobs/scheduler.js:5 | ../models/hr-payroll/EmployeeMetrics
/backend/src/modules/business/routes/payroll.js | /backend/src/jobs/scheduler.js:8 | ../models/hr-payroll/Attendance
/frontend/src/features/employees/pages/Attendance.js | /backend/src/jobs/scheduler.js:8 | ../models/hr-payroll/Attendance
/backend/src/modules/integration/routes/integrations.js | /backend/src/jobs/scheduler.js:15 | ../services/integrations/email.service
/backend/src/modules/business/routes/finance.js | /backend/src/jobs/scheduler.js:17 | ../models/finance/Finance
/backend/src/modules/core/routes/notifications.js | /backend/src/jobs/scheduler.js:18 | ../services/notifications/notification.service
/frontend/src/features/admin/pages/SupraAdmin/departments/DepartmentAccess.js | /backend/src/jobs/scheduler.js:373 | ../models/tenant/TenantDepartmentAccess
/backend/src/modules/business/routes/finance.js | /backend/src/jobs/scheduler.js:577 | ../models/finance/SubscriptionPlan
/backend/src/modules/business/routes/finance.js | /backend/src/jobs/scheduler.js:865 | ../models/finance/SubscriptionPlan
/backend/src/modules/core/routes/metrics.js | /backend/src/middleware/audit/metricsMiddleware.js:1 | ../services/analytics/metrics.service
/backend/src/modules/core/routes/metrics.js | /backend/src/middleware/audit/observability.js:3 | ../../services/analytics/metrics.service
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/middleware/auth/auth.js:4 | ../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/middleware/auth/auth.js:4 | ../../models/users-auth/User
/backend/src/modules/admin/routes/admin.js | /backend/src/middleware/auth/auth.js:5 | ../../models/admin-platform/TWSAdmin
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/auth/auth.js:6 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/auth/auth.js:6 | ../../services/compliance/audit.service
/backend/src/modules/core/routes/security.js | /backend/src/middleware/auth/auth.js:7 | ../security/cookieSecurity
/backend/config/environment.js | /backend/src/middleware/auth/auth.js:142 | ../../config/environment
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/middleware/auth/erpAccessControl.js:8 | ../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/middleware/auth/erpAccessControl.js:8 | ../../models/users-auth/User
/frontend/src/features/admin/pages/SupraAdmin/departments/DepartmentAccess.js | /backend/src/middleware/auth/erpAccessControl.js:9 | ../../models/tenant/TenantDepartmentAccess
/backend/src/modules/business/routes/payroll.js | /backend/src/middleware/auth/erpAccessControl.js:12 | ../../models/hr-payroll/Employee
/backend/src/modules/tenant/routes/permissions.js | /backend/src/middleware/auth/permissions.js:1 | ../../config/permissions
/backend/src/modules/admin/routes/admin.js | /backend/src/middleware/auth/platformAdminAccessMiddleware.js:6 | ../../services/tenant/platform-admin-access.service
/backend/src/modules/admin/routes/supra-admin/access.js | /backend/src/middleware/auth/platformAdminAccessMiddleware.js:6 | ../../services/tenant/platform-admin-access.service
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/middleware/auth/portalAuth.js:1 | ../../models/users-auth/PortalUser
/backend/src/modules/auth/routes/users.js | /backend/src/middleware/auth/portalAuth.js:1 | ../../models/users-auth/PortalUser
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/auth/rbac.js:1 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/auth/rbac.js:1 | ../../services/compliance/audit.service
/backend/src/modules/admin/routes/admin.js | /backend/src/middleware/auth/requirePlatformAdminAccessReason.js:6 | ../../services/tenant/platform-admin-access.service
/backend/src/modules/admin/routes/supra-admin/access.js | /backend/src/middleware/auth/requirePlatformAdminAccessReason.js:6 | ../../services/tenant/platform-admin-access.service
/backend/src/modules/tenant/routes/permissions.js | /backend/src/middleware/auth/unifiedPermissionMiddleware.js:27 | ./permissions
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/middleware/auth/unifiedSoftwareHouseAuth.js:34 | ../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/middleware/auth/unifiedSoftwareHouseAuth.js:34 | ../../models/users-auth/User
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/auth/unifiedSoftwareHouseAuth.js:42 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/auth/unifiedSoftwareHouseAuth.js:42 | ../../services/compliance/audit.service
/backend/config/environment.js | /backend/src/middleware/auth/unifiedSoftwareHouseAuth.js:168 | ../../config/environment
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/middleware/auth/unifiedTenantAuth.js:43 | ../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/middleware/auth/unifiedTenantAuth.js:43 | ../../models/users-auth/User
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/auth/unifiedTenantAuth.js:51 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/auth/unifiedTenantAuth.js:51 | ../../services/compliance/audit.service
/backend/config/environment.js | /backend/src/middleware/auth/unifiedTenantAuth.js:174 | ../../config/environment
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/middleware/auth/verifyERPToken.js:21 | ../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/middleware/auth/verifyERPToken.js:21 | ../../models/users-auth/User
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/auth/verifyERPToken.js:28 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/auth/verifyERPToken.js:28 | ../../services/compliance/audit.service
/backend/config/environment.js | /backend/src/middleware/auth/verifyERPToken.js:128 | ../../config/environment
/backend/src/modules/admin/routes/admin.js | /backend/src/middleware/auth/verifyERPToken.js:493 | ../../services/tenant/platform-admin-access.service
/backend/src/modules/admin/routes/supra-admin/access.js | /backend/src/middleware/auth/verifyERPToken.js:493 | ../../services/tenant/platform-admin-access.service
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/middleware/auth/verifyERPToken.secure.js:22 | ../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/middleware/auth/verifyERPToken.secure.js:22 | ../../models/users-auth/User
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/auth/verifyERPToken.secure.js:28 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/auth/verifyERPToken.secure.js:28 | ../../services/compliance/audit.service
/backend/config/environment.js | /backend/src/middleware/auth/verifyERPToken.secure.js:99 | ../../config/environment
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/common/errorHandler.js:1 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/common/errorHandler.js:1 | ../../services/compliance/audit.service
/backend/src/modules/business/routes/finance.js | /backend/src/middleware/common/featureGate.js:1 | ../../models/finance/SubscriptionPlan
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/common/idempotency.js:8 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/common/idempotency.js:8 | ../../services/compliance/audit.service
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/rateLimiting/rateLimiter.js:38 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/rateLimiting/rateLimiter.js:38 | ../../services/compliance/audit.service
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/rateLimiting/rateLimiter.js:129 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/rateLimiting/rateLimiter.js:129 | ../../services/compliance/audit.service
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/rateLimiting/rateLimiter.js:187 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/rateLimiting/rateLimiter.js:187 | ../../services/compliance/audit.service
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/rateLimiting/rateLimiter.js:240 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/rateLimiting/rateLimiter.js:240 | ../../services/compliance/audit.service
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/rateLimiting/rateLimiter.js:299 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/rateLimiting/rateLimiter.js:299 | ../../services/compliance/audit.service
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/rateLimiting/rateLimiter.js:359 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/rateLimiting/rateLimiter.js:359 | ../../services/compliance/audit.service
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/rateLimiting/rateLimiter.js:418 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/rateLimiting/rateLimiter.js:418 | ../../services/compliance/audit.service
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/security/csrfProtection.js:3 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/security/csrfProtection.js:3 | ../../services/compliance/audit.service
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/security/inputSanitization.js:4 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/security/inputSanitization.js:4 | ../../services/compliance/audit.service
/backend/src/modules/core/routes/security.js | /backend/src/middleware/security/queryFilterMiddleware.js:12 | ./middleware/security/queryFilterMiddleware
/backend/src/modules/core/routes/security.js | /backend/src/middleware/security/resourceAccessCheck.js:12 | ./middleware/security/resourceAccessCheck
/backend/src/modules/core/routes/compliance.js | /backend/src/middleware/security/resourceAccessCheck.js:71 | ../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/middleware/security/resourceAccessCheck.js:71 | ../../services/compliance/audit.service
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/middleware/security/security.js:2 | ../../models/users-auth/Security
/backend/src/modules/auth/routes/users.js | /backend/src/middleware/security/security.js:2 | ../../models/users-auth/Security
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/middleware/tenant/tenantValidation.js:41 | ../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/middleware/tenant/tenantValidation.js:41 | ../../models/users-auth/User
/backend/src/modules/admin/routes/admin.js | /backend/src/middleware/tenant/tenantValidation.js:56 | ../../services/tenant/platform-admin-access.service
/backend/src/modules/admin/routes/supra-admin/access.js | /backend/src/middleware/tenant/tenantValidation.js:56 | ../../services/tenant/platform-admin-access.service
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/middleware/validation/formValidation.js:1 | express-validator
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/middleware/validation/inputValidation.js:1 | express-validator
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/middleware/validation/universalValidation.js:10 | express-validator
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/middleware/validation/validation.js:6 | express-validator
/backend/src/modules/tenant/routes/documents.js | /backend/src/migrations/001-migrate-message-attachments.js:11 | ../models/documents/File
/frontend/src/features/tenant/pages/tenant/org/projects/utils/errorHandler.js | /backend/src/modules/admin/routes/admin.js:3 | ../../../middleware/common/errorHandler
/frontend/src/features/tenant/pages/tenant/org/projects/utils/errorHandler.js | /backend/src/modules/admin/routes/attendancePanel.js:4 | ../../../middleware/common/errorHandler
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/modules/admin/routes/attendancePanel.js:5 | ../../../middleware/validation/validation
/backend/src/modules/business/routes/payroll.js | /backend/src/modules/admin/routes/attendancePanel.js:6 | ../../../models/hr-payroll/Attendance
/frontend/src/features/employees/pages/Attendance.js | /backend/src/modules/admin/routes/attendancePanel.js:6 | ../../../models/hr-payroll/Attendance
/backend/src/modules/business/routes/payroll.js | /backend/src/modules/admin/routes/attendancePanel.js:7 | ../../../models/hr-payroll/Employee
/backend/src/modules/admin/routes/admin.js | /backend/src/modules/admin/routes/index.js:6 | ./admin
/backend/src/modules/admin/routes/admin.js | /backend/src/modules/admin/routes/index.js:7 | ./supra-admin
/backend/src/modules/admin/routes/moderation.js | /backend/src/modules/admin/routes/index.js:12 | ./moderation
/backend/src/modules/admin/routes/attendancePanel.js | /backend/src/modules/admin/routes/index.js:14 | ./attendancePanel
/backend/src/modules/business/routes/attendance.js | /backend/src/modules/admin/routes/index.js:14 | ./attendancePanel
/backend/src/modules/admin/routes/supraSessions.js | /backend/src/modules/admin/routes/index.js:17 | ./supraSessions
/backend/src/modules/admin/routes/supraTenantERP.js | /backend/src/modules/admin/routes/index.js:18 | ./supraTenantERP
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/modules/admin/routes/moderation.js:7 | ../../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/modules/admin/routes/moderation.js:7 | ../../../models/users-auth/User
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/modules/admin/routes/moderation.js:9 | ../../../models/users-auth/UserBan
/backend/src/modules/auth/routes/users.js | /backend/src/modules/admin/routes/moderation.js:9 | ../../../models/users-auth/UserBan
/frontend/src/features/tenant/pages/tenant/org/projects/utils/errorHandler.js | /backend/src/modules/admin/routes/moderation.js:10 | ../../../middleware/common/errorHandler
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/access.js:5 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/access.js:13 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/billing.js:5 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/billing.js:13 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/dashboard.js:5 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/dashboard.js:13 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/departments.js:5 | ./shared
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/modules/admin/routes/supra-admin/departments.js:5 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/departments.js:12 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/index.js:7 | ./shared
/backend/src/modules/admin/routes/supra-admin/dashboard.js | /backend/src/modules/admin/routes/supra-admin/index.js:9 | ./dashboard
/backend/src/modules/tenant/routes/dashboard.js | /backend/src/modules/admin/routes/supra-admin/index.js:9 | ./dashboard
/backend/src/modules/admin/routes/supra-admin/tenants.js | /backend/src/modules/admin/routes/supra-admin/index.js:10 | ./tenants
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/modules/admin/routes/supra-admin/index.js:11 | ./users
/backend/src/modules/auth/routes/users.js | /backend/src/modules/admin/routes/supra-admin/index.js:11 | ./users
/backend/src/modules/admin/routes/supra-admin/billing.js | /backend/src/modules/admin/routes/supra-admin/index.js:12 | ./billing
/backend/src/modules/business/routes/billing.js | /backend/src/modules/admin/routes/supra-admin/index.js:12 | ./billing
/backend/src/modules/tenant/routes/billing.js | /backend/src/modules/admin/routes/supra-admin/index.js:12 | ./billing
/backend/src/modules/admin/routes/supra-admin/departments.js | /backend/src/modules/admin/routes/supra-admin/index.js:13 | ./departments
/backend/src/modules/tenant/routes/departments.js | /backend/src/modules/admin/routes/supra-admin/index.js:13 | ./departments
/backend/src/modules/admin/routes/supra-admin/access.js | /backend/src/modules/admin/routes/supra-admin/index.js:14 | ./access
/backend/src/modules/admin/routes/supra-admin/masterErp.js | /backend/src/modules/admin/routes/supra-admin/index.js:15 | ./masterErp
/backend/src/modules/admin/routes/supra-admin/system.js | /backend/src/modules/admin/routes/supra-admin/index.js:16 | ./system
/backend/src/modules/monitoring/routes/system.js | /backend/src/modules/admin/routes/supra-admin/index.js:16 | ./system
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/masterErp.js:5 | ./shared
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/modules/admin/routes/supra-admin/masterErp.js:5 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/masterErp.js:12 | ./shared
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/modules/admin/routes/supra-admin/shared.js:7 | express-validator
/frontend/src/features/tenant/pages/tenant/org/projects/utils/errorHandler.js | /backend/src/modules/admin/routes/supra-admin/shared.js:20 | ../../../../middleware/common/errorHandler
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/modules/admin/routes/supra-admin/shared.js:21 | ../../../../middleware/validation/validation
/backend/src/modules/admin/routes/admin.js | /backend/src/modules/admin/routes/supra-admin/shared.js:24 | ../../../../models/admin-platform/TWSAdmin
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/modules/admin/routes/supra-admin/shared.js:26 | ../../../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/modules/admin/routes/supra-admin/shared.js:26 | ../../../../models/users-auth/User
/backend/src/modules/business/routes/finance.js | /backend/src/modules/admin/routes/supra-admin/shared.js:28 | ../../../../models/finance/Billing
/backend/src/modules/integration/routes/integrations.js | /backend/src/modules/admin/routes/supra-admin/shared.js:29 | ../../../../models/integrations/MasterERP
/backend/src/modules/admin/routes/admin.js | /backend/src/modules/admin/routes/supra-admin/shared.js:31 | ../../../../models/admin-platform/PlatformAdminApproval
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/modules/admin/routes/supra-admin/shared.js:32 | ../../../../models/users-auth/PortalUser
/backend/src/modules/auth/routes/users.js | /backend/src/modules/admin/routes/supra-admin/shared.js:32 | ../../../../models/users-auth/PortalUser
/backend/src/modules/admin/routes/admin.js | /backend/src/modules/admin/routes/supra-admin/shared.js:36 | ../../../../services/tenant/platform-admin-access.service
/backend/src/modules/admin/routes/supra-admin/access.js | /backend/src/modules/admin/routes/supra-admin/shared.js:36 | ../../../../services/tenant/platform-admin-access.service
/backend/src/modules/admin/routes/supra-admin/system.js | /backend/src/modules/admin/routes/supra-admin/shared.js:38 | ../../../../services/SystemMonitoringService
/backend/src/modules/monitoring/routes/system.js | /backend/src/modules/admin/routes/supra-admin/shared.js:38 | ../../../../services/SystemMonitoringService
/frontend/src/features/admin/pages/SupraAdmin/monitoring/SystemMonitoring.js | /backend/src/modules/admin/routes/supra-admin/shared.js:38 | ../../../../services/SystemMonitoringService
/backend/src/modules/admin/routes/supra-admin/billing.js | /backend/src/modules/admin/routes/supra-admin/shared.js:39 | ../../../../services/billingService
/backend/src/modules/business/routes/billing.js | /backend/src/modules/admin/routes/supra-admin/shared.js:39 | ../../../../services/billingService
/backend/src/modules/tenant/routes/billing.js | /backend/src/modules/admin/routes/supra-admin/shared.js:39 | ../../../../services/billingService
/backend/src/modules/core/routes/compliance.js | /backend/src/modules/admin/routes/supra-admin/shared.js:40 | ../../../../services/compliance/audit.service
/backend/src/modules/tenant/routes/audit.js | /backend/src/modules/admin/routes/supra-admin/shared.js:40 | ../../../../services/compliance/audit.service
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/system.js:5 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/system.js:12 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/tenants.js:5 | ./shared
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/modules/admin/routes/supra-admin/tenants.js:5 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/tenants.js:14 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/users.js:5 | ./shared
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/modules/admin/routes/supra-admin/users.js:5 | ./shared
/backend/src/modules/admin/routes/supra-admin/shared.js | /backend/src/modules/admin/routes/supra-admin/users.js:16 | ./shared
/frontend/src/features/tenant/pages/tenant/org/projects/utils/errorHandler.js | /backend/src/modules/admin/routes/supraReports.js:5 | ../../../middleware/common/errorHandler
/frontend/src/features/tenant/pages/tenant/org/projects/utils/errorHandler.js | /backend/src/modules/admin/routes/supraSessions.js:5 | ../../../middleware/common/errorHandler
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/modules/auth/routes/authentication.js:6 | express-validator
/frontend/src/features/tenant/pages/tenant/org/projects/utils/errorHandler.js | /backend/src/modules/auth/routes/authentication.js:9 | ../../../middleware/common/errorHandler
/backend/src/modules/core/routes/security.js | /backend/src/modules/auth/routes/authentication.js:11 | ../../../middleware/security/cookieSecurity
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/modules/auth/routes/authentication.js:27 | ../../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/modules/auth/routes/authentication.js:27 | ../../../models/users-auth/User
/backend/src/modules/admin/routes/admin.js | /backend/src/modules/auth/routes/authentication.js:29 | ../../../models/admin-platform/TWSAdmin
/backend/src/modules/integration/routes/integrations.js | /backend/src/modules/auth/routes/authentication.js:592 | ../../../services/integrations/email.service
/backend/src/modules/auth/routes/authentication.js | /backend/src/modules/auth/routes/index.js:6 | ./authentication
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/modules/auth/routes/index.js:7 | ./users
/backend/src/modules/auth/routes/users.js | /backend/src/modules/auth/routes/index.js:7 | ./users
/backend/src/modules/auth/routes/sessions.js | /backend/src/modules/auth/routes/index.js:8 | ./sessions
/backend/src/modules/auth/routes/tenantAuth.js | /backend/src/modules/auth/routes/index.js:9 | ./tenantAuth
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/modules/auth/routes/sessions.js:4 | express-validator
/frontend/src/features/admin/pages/SupraAdmin/departments/DepartmentAccess.js | /backend/src/modules/auth/routes/sessions.js:8 | ../../../models/org/DepartmentAccess
/backend/src/modules/admin/routes/supra-admin/users.js | /backend/src/modules/auth/routes/sessions.js:11 | ../../../models/users-auth/User
/backend/src/modules/auth/routes/users.js | /backend/src/modules/auth/routes/sessions.js:11 | ../../../models/users-auth/User
/backend/src/modules/admin/routes/admin.js | /backend/src/modules/auth/routes/sessions.js:12 | ../../../models/admin-platform/SupraAdmin
/frontend/src/features/admin/pages/SupraAdmin/SupraAdmin.js | /backend/src/modules/auth/routes/sessions.js:12 | ../../../models/admin-platform/SupraAdmin
/frontend/src/features/tenant/pages/tenant/org/projects/utils/validation.js | /backend/src/modules/auth/routes/tenantAuth.js:5 | express-validator
/frontend/src/features/tenant/pages/tenant/org/projects/utils/errorHandler.js | /backend/src/modules/auth/routes/tenantAuth.js:8 | ../../../middleware/common/errorHandler
/backend/config/environment.js | /backend/src/modules/auth/routes/tenantAuth.js:9 | ../../../config/environment
